dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;2;18;31;45;72;32;79,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Informática;Técnico;Informação e Comunicação;Informática;13;137;257;1275;852;253;1022,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;4;59;61;337;233;60;279,59999999999997
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Instrumento Musical;Técnico;Produção Cultural e Design;Arte e Cultura;1;12;20;151;65;20;84,5
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Lazer;Técnico;Turismo, Hospitalidade e Lazer;Lazer;3;22;43;217;110;32;121,00000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;2;40;116;128;277;117;277
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Manutenção e Suporte em Informática;Técnico;Informação e Comunicação;Informática;4;44;55;126;180;80;216
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;3;62;118;273;368;119;478,40000000000003
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;10;33;188;588;417;193;458,70000000000005
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Metalurgia;Técnico;Controle e Processos Industriais;Mecânica;2;16;19;20;56;24;72,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Modelagem do Vestuário;Técnico;Produção Cultural e Design;Design;1;20;32;35;72;33;79,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Multimídia;Técnico;Produção Cultural e Design;Design;2;;35;35;83;35;99,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Panificação;Técnico;Produção Alimentícia;Alimentos;2;25;51;496;123;59;135,3
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Plásticos;Técnico;Produção Industrial;Petroquímico;5;66;110;259;359;119;466,7
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Processos Fotográficos;Técnico;Produção Cultural e Design;Design;4;23;30;340;78;30;85,80000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Produção de Áudio e Vídeo;Técnico;Produção Cultural e Design;Arte e Cultura;2;;32;166;92;32;101,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Produção de Moda;Técnico;Produção Cultural e Design;Design;1;;;;8;;10,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Qualidade;Técnico;Gestão e Negócios;Gestão e Negócios;2;1;;;15;;16,5
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Química;Técnico;Produção Industrial;Química;6;89;134;600;468;132;608,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Recursos Humanos;Técnico;Gestão e Negócios;Gestão e Negócios;1;9;;;25;;25
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Redes de Computadores;Técnico;Informação e Comunicação;Informática;2;17;63;278;138;37;165,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Refrigeração e Climatização;Técnico;Controle e Processos Industriais;Mecânica;3;31;120;325;353;118;458,90000000000003
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Registros e Informações em Saúde;Técnico;Ambiente e Saúde;Saúde;2;;;;30;;30
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;2;30;52;421;143;61;143
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;2;24;53;691;245;70;269,5
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Serviços Públicos;Técnico;Gestão e Negócios;Gestão e Negócios;1;19;38;163;101;38;101
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Tradução e Interpretação de Libras;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;27;60;190;156;60;202,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Transações Imobiliárias;Técnico;Gestão e Negócios;Gestão e Negócios;1;13;51;142;157;70;157
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Técnico em Viticultura e Enologia;Técnico;Produção Alimentícia;Agroindustria;2;41;30;148;113;30;124,30000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Viticultura e Enologia;Tecnologia;Produção Alimentícia;Agroindustria;1;17;35;136;134;30;147,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFRS;Instituto Federal do Rio Grande do Sul;Zootecnia;Bacharelado;Recursos Naturais;Pecuária;1;31;31;94;201;40;221,10000000000002
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Agroindústria;Tecnologia;Produção Alimentícia;Agroindustria;1;7;40;140;146;50;160,60000000000002
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Alimentos;Tecnologia;Produção Alimentícia;Alimentos;1;;30;180;56;30;67,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;3;29;165;789;359;195;430,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Assistente de Logística;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;20;;;31;;54,25
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Ciência da Computação;Bacharelado;Informação e Comunicação;Informática;1;;56;582;153;65;168,3
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Ciências Biológicas;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;4;24;113;105;50;115,50000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Design;Bacharelado;Produção Cultural e Design;Design;1;7;34;469;174;34;191,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Design de Moda;Tecnologia;Produção Cultural e Design;Design;1;7;36;227;118;36;129,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Eletricista Industrial;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;1;57;92;94;92;95;4,6000000000000005
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Eletricista Instalador Predial de Baixa Tensão;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;1;14;16;55;16;16;0,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Agronômica;Bacharelado;Recursos Naturais;Agrícola;2;;21;75;46;30;50,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Civil;Bacharelado;Infraestrutura;Civil;2;33;40;517;219;43;240,9
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia de Controle e Automação;Bacharelado;Controle e Processos Industriais;Automação;1;;56;470;282;80;338,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Elétrica;Bacharelado;Controle e Processos Industriais;Elétrica;1;21;;;473;;567,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Eletrônica;Bacharelado;Controle e Processos Industriais;Elétrica;1;1;103;931;103;103;123,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Mecânica;Bacharelado;Controle e Processos Industriais;Mecânica;4;79;116;2475;653;118;783,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Engenharia Química;Bacharelado;Produção Industrial;Química;1;7;57;305;218;52;239,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Ensino Médio;Ensino Médio;Propedêutico;Propedêutico;2;;68;134;68;70;68
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Espanhol Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;107;205;300;205;300;43,5625
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;12;90;266;714;813;276;813
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;1;;;;28;;28
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Especialização - Informação e Comunicação;Especialização (Lato Sensu);Informação e Comunicação;Informação e Comunicação;1;28;40;62;98;40;98
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Especialização - Recursos Naturais;Especialização (Lato Sensu);Recursos Naturais;Recursos Naturais;1;;;;2;;2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;1;15;53;64;30;70,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Francês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;26;92;172;92;110;6,8999999999999995
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;4;9;89;556;327;120;359,70000000000005
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Gestão de Cooperativas;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;5;39;180;126;40;126
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Inglês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;319;459;999;1457;999;322,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Inglês Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;27;59;59;59;100;12,5375
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Licenciatura Para A Educação Profissional, Científica e Tecnológica;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;6;12;52;344;352;60;352
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Língua Brasileira de Sinais (Libras) ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;27;72;300;72;80;5,3999999999999995
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Mestrado Profissional - Desenvolvimento Educacional e Social;Mestrado Profissional;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;5;25;24;264;184;24;184
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Mestrado Profissional - Recursos Naturais;Mestrado Profissional;Recursos Naturais;Recursos Naturais;1;;;;23;;23
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Operador de Fresadora com Comando Numérico Computadorizado;Qualificação Profissional (FIC);Controle e Processos Industriais;Mecânica;1;17;;;29;;50,75
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Pedagogia;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;7;;78;385;374;48;374
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Programador de Sistemas;Qualificação Profissional (FIC);Informação e Comunicação;Informática;1;15;15;15;15;15;0,375
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Promotor de Vendas;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;1;10;;;10;;17,5
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;5;190;604;1201;638;1151;140,13
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Qualificação Profissional - Informação e Comunicação;Qualificação Profissional (FIC);Informação e Comunicação;Informação e Comunicação;1;;27;27;27;30;1,35
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;3;15;76;85;18;93,50000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Saneamento Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;2;6;43;359;182;70;182
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;7;40;114;540;653;124;783,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;3;89;179;356;896;180;985,6000000000001
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agricultura;Técnico;Recursos Naturais;Agrícola;1;;;;15;;18
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;2;33;;;38;;45,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agroindústria;Técnico;Produção Alimentícia;Agroindustria;3;20;;;162;;178,20000000000002
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;6;55;241;649;760;334;912
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;;48;120;83;50;99,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;3;13;93;278;257;96;334,1
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Comunicação Visual;Técnico;Produção Cultural e Design;Comunicação;3;43;60;733;253;60;278,3
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Contabilidade;Técnico;Gestão e Negócios;Gestão e Negócios;1;;;;248;;248
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Controle Ambiental;Técnico;Ambiente e Saúde;Meio Ambiente;3;34;77;278;317;97;380,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Cozinha;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;1;;32;130;111;32;133,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Desenvolvimento de Sistemas;Técnico;Informação e Comunicação;Informática;2;;20;60;71;60;85,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Design de Interiores;Técnico;Produção Cultural e Design;Design;2;33;59;676;257;60;308,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Edificações;Técnico;Infraestrutura;Civil;8;159;226;1487;911;231;1184,3
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletroeletrônica;Técnico;Controle e Processos Industriais;Elétrica;4;25;57;109;168;56;218,4
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;10;70;299;1427;780;527;1014
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;65;150;1045;634;156;824,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;6;81;264;987;841;274;1093,3
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Eventos;Técnico;Turismo, Hospitalidade e Lazer;Eventos;2;34;68;540;252;68;277,20000000000005
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Fabricação Mecânica;Técnico;Produção Industrial;Mecânica;2;12;64;111;216;64;280,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Florestas;Técnico;Recursos Naturais;Agrícola;1;;30;33;71;32;85,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Informática;Técnico;Informação e Comunicação;Informática;14;195;383;1897;1441;397;1729,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;6;30;106;482;475;106;570
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;1;;30;56;47;32;47
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Manutenção e Suporte em Informática;Técnico;Informação e Comunicação;Informática;1;3;51;96;69;51;82,8
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;8;135;276;1023;692;303;899,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Mecatrônica;Técnico;Controle e Processos Industriais;Automação;5;41;174;434;530;182;689
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;3;7;54;230;167;80;183,70000000000002
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Plásticos;Técnico;Produção Industrial;Petroquímico;2;24;68;376;200;68;260
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Química;Técnico;Produção Industrial;Química;5;87;182;1306;580;194;754
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Refrigeração e Climatização;Técnico;Controle e Processos Industriais;Mecânica;2;14;78;142;210;95;273
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;1;;25;45;42;32;42
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Sistemas de Energia Renovável;Técnico;Controle e Processos Industriais;Elétrica;3;35;94;186;272;96;353,6
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Telecomunicações;Técnico;Informação e Comunicação;Telecomunicações;3;27;154;536;401;224;481,2
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Técnico em Vestuário;Técnico;Produção Industrial;Vestuário;2;11;55;280;173;61;224,9
2019;RS;Institutos Federais, Cefet's e Colégio Pedro II;IFSUL;Instituto Federal Sul-rio-grandense;Viticultura e Enologia;Tecnologia;Produção Alimentícia;Agroindustria;1;3;18;120;72;35;79,2
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Eletrônica Industrial;Tecnologia;Controle e Processos Industriais;Elétrica;2;;34;50;76;34;91,2
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Fabricação Mecânica;Tecnologia;Produção Industrial;Mecânica;2;;46;50;97;46;116,39999999999999
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Mestrado - Desenvolvimento Educacional e Social;Mestrado;Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;2;8;7;25;46;20;46
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Redes de Computadores;Tecnologia;Informação e Comunicação;Informática;2;2;81;181;155;82;186
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;1;4;32;52;83;32;107,9
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;2;8;60;132;174;67;226,20000000000002
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;2;2;12;18;38;32;49,4
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;2;16;57;210;186;64;241,8
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;1;11;30;224;110;33;132
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;3;8;59;233;183;57;237,9
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;1;13;32;106;89;32;97,9
2019;RS;Universidades Federais;UFSM - CTISM;Universidade Federal de Santa Maria;Técnico em Soldagem;Técnico;Controle e Processos Industriais;Mecânica;1;4;25;31;52;32;67,60000000000001
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Ensino Médio;Ensino Médio;Propedêutico;Propedêutico;1;37;39;909;114;35;114
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Geoprocessamento;Tecnologia;Infraestrutura;Geomática e Agrimensura;2;6;41;71;135;55;162
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;1;4;50;85;131;50;144,10000000000002
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Gestão de Cooperativas;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;17;39;78;191;40;191
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Sistemas Para Internet;Tecnologia;Informação e Comunicação;Informática;2;7;36;45;148;43;177,6
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;1;14;50;328;117;53;128,70000000000002
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Agricultura;Técnico;Recursos Naturais;Agrícola;1;;52;107;88;54;105,6
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;2;55;90;159;259;95;310,8
2019;RS;Universidades Federais;UFSM - POLITÉCNICO;Universidade Federal de Santa Maria;Técnico em Alimentos;Técnico;Produção Alimentícia;Alimentos;1;18;45;71;94;47;112,8
